id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12985350,City center (historic triangle) Apartment,71512631,Angel And Ailbhe,,ΚΕΡΑΜΕΙΚΟΣ,37.98165,23.72302,Entire home/apt,49,2,19,2019-09-12,0.28,2,186,0,00001227572
12992813,"Spacious apartment, central Athens",71599437,Ifigeneia,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9872,23.76327,Private room,40,2,4,2019-07-11,0.06,1,0,0,
12993828,Cosy and easily accessible apartment,41365463,Yannis,,ΣΤΑΔΙΟ,37.96524,23.74487,Entire home/apt,50,3,41,2021-10-19,0.61,2,335,4,00000139338
13012033,2 bedroom Apt 2 min away from metro,41991048,Philippos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9916,23.72406,Entire home/apt,28,2,65,2021-10-09,0.98,2,298,6,
13015874,Athenian house of 1920,54838567,Christos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99539,23.72878,Entire home/apt,74,2,198,2021-11-22,2.97,2,357,9,00001218974
13035089,IV.Hip studio apartment in downtown Athens,72057303,Karitsi,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97695,23.73284,Private room,90,1,91,2021-10-31,1.34,4,365,3,12000346201
13035789,Apartment near Acropolis,72065863,Lefki,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96283,23.73129,Entire home/apt,64,2,20,2019-06-24,0.31,1,0,0,
13035913,III.Elegant apartment in the heart of Athens,72057303,Karitsi,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97665,23.73239,Private room,100,1,84,2021-11-15,1.30,4,346,7,1139199
13039289,"Zenios Ippokratis-Comfort & style, Athens downtown",9530305,Vaitsa,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98465,23.73812,Entire home/apt,46,2,63,2021-11-11,0.93,3,331,16,00001163673
13044632,Cozy central apartment,47462208,Andrew,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98523,23.71623,Entire home/apt,53,2,37,2021-09-13,0.59,1,0,5,00001217824
13062896,"Lovely, sunny and comfortable downtown Athens apt.",6158448,Maria,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98876,23.73715,Entire home/apt,60,1,4,2018-05-06,0.08,1,90,0,
13071483,Aphrodite the house of beauty - Greek god's houses,72458992,Gerasimos,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.0116,23.73072,Entire home/apt,35,3,41,2020-03-09,0.62,1,81,0,00000156670
13073745,An ideal hot spot for Athens lovers,267345,Nikos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98747,23.7357,Entire home/apt,27,3,22,2020-08-08,0.35,1,0,0,00000077181
13086140,Kallimarmaro Residence  *****,59700037,Eirini,,ΣΤΑΔΙΟ,37.96707,23.73934,Entire home/apt,330,2,103,2020-09-27,1.59,1,77,0,00000491096
13105446,JASMINE in the heart of Kolonaki.,50066739,Gheorghos,,ΚΟΛΩΝΑΚΙ,37.97823,23.74495,Entire home/apt,70,3,105,2021-11-30,1.57,2,329,12,00000467449
13108233,Gogo new word.,72864300,Gogo,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95925,23.72534,Entire home/apt,60,2,0,,,1,89,0,
13110148,"Contemporary Elegance in Plaka, Athens Old Town",26789356,Miltos,,ΑΚΡΟΠΟΛΗ,37.97112,23.73003,Entire home/apt,98,3,143,2021-09-11,2.19,6,284,8,00001149104
13120233,Unique and cozy house in Exarcheia,72999726,Haralampos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98791,23.73604,Entire home/apt,100,1,18,2021-10-31,0.28,1,326,1,
13121121,Central Luxury Suite with Jacuzzi&Acropolis View,18760819,Kostas,,ΒΟΤΑΝΙΚΟΣ,37.97873,23.70794,Entire home/apt,93,1,225,2021-12-03,3.36,12,350,38,Ε.Σ.Λ. 1060564
13123584,Central Luxury Apartment /Jacuzzi&Acropolis View,18760819,Kostas,,ΓΚΑΖΙ,37.97862,23.71086,Entire home/apt,75,1,140,2021-11-30,2.08,12,348,37,Ε.Σ.Λ. 1060564
13126148,"Minimal, Historical Townhouse near Athens centre!",11626047,Vicky,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00595,23.73486,Entire home/apt,80,4,0,,,1,364,0,
13134354,"6 min from City Center in Safe Area, Cosy Flat",26422857,Argiro,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99333,23.76274,Entire home/apt,34,2,354,2021-12-01,5.24,1,350,41,00001121043
13138574,Athens-Syntagma  independent studio,73214970,Spiros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97636,23.73045,Entire home/apt,46,3,56,2021-09-01,0.84,1,1,5,00001240211
13145534,The monumental house --Mini room,3857054,"Alisa,Yannis,Mimi",,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97678,23.73018,Private room,24,2,403,2021-09-14,5.95,5,352,6,Exempt
13147142,Private flat center of athens,73313668,Nini,,ΛΥΚΑΒΗΤΤΟΣ,37.98489,23.74353,Entire home/apt,17,3,97,2021-11-30,1.47,1,52,19,Exempt
13150774,Luxurious appt huge veranda,73367038,Μονικα,,ΚΥΨΕΛΗ,37.99991,23.73928,Entire home/apt,45,3,14,2021-07-10,0.21,1,263,3,00000708373
13169260,"5 min from Acropolis, New Apartment, Amazing View",73577740,Tina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97148,23.73204,Entire home/apt,200,3,20,2021-07-05,0.31,1,290,1,00000183730
13188948,"A penthouse with view to Acropolis,city centre.",73803407,Efi And Evgenia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98315,23.71739,Entire home/apt,110,3,94,2021-11-15,1.42,1,83,17,00000084565
13191838,"Quiet, renovated studio near Areos Park",42148135,Vassilis,,ΠΕΔΙΟ ΑΡΕΩΣ,37.9941,23.74336,Entire home/apt,29,3,10,2021-10-30,0.19,1,112,2,00000454531
13195012,Elegant downtown appartment,73887145,Anna,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95581,23.72894,Entire home/apt,51,2,68,2020-01-26,1.01,1,323,0,00000575964
13196992,Hidden Studio in Athens Centre (Exarchia),73905330,Thodoris,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98724,23.73522,Entire home/apt,29,3,90,2020-09-16,1.64,1,45,0,00000512391
13198453,In the historic center of Athens 1' to metro st.,59460612,Chris & Fotini,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98539,23.71907,Entire home/apt,72,2,4,2016-09-11,0.06,1,362,0,00000230555
13198517,Central Area Penthouse Roof Garden Acropolis view,70173036,Katerina,,ΠΑΓΚΡΑΤΙ,37.96909,23.74476,Entire home/apt,79,3,63,2021-09-05,0.94,1,101,5,00000429560
13199776,Cool apartment in Downtown Athens,26661656,Ioannis,,ΚΕΡΑΜΕΙΚΟΣ,37.98247,23.71434,Entire home/apt,1000,1,35,2017-09-01,0.52,1,364,0,
13228093,Lycabetous Sunset Apartment 65m2 - City center,24336038,Elena,,ΛΥΚΑΒΗΤΤΟΣ,37.98372,23.75242,Entire home/apt,78,1,66,2021-10-20,1.04,6,247,11,00000551820
13246767,Luxury Suite Apt5120,5739534,Rodopi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98776,23.74757,Entire home/apt,73,1,34,2021-09-19,0.69,1,322,4,00000126861
13252360,Cozy Apartment near center of Athens,46292213,George,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99629,23.73226,Entire home/apt,45,1,0,,,1,363,0,
13270768,Athens Downtown Modern Comfort Apt 2,177099472,Antonis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98617,23.72007,Entire home/apt,66,3,11,2021-09-27,0.18,1,177,2,
13276334,New Relaxed Central Apartment ☆ Walk Everywhere ☆,748818,George,,ΖΑΠΠΕΙΟ,37.96686,23.73145,Entire home/apt,42,2,38,2021-12-05,0.68,60,307,15,564770
13276589,Happy Place at the foot of Acropolis,74823061,Eftihia,,ΘΗΣΕΙΟ,37.97539,23.71791,Entire home/apt,43,3,239,2021-11-21,3.55,2,274,36,00000069273
13294421,Cozy studio appartment,75034028,Αθηνά -Πολυκαρπία-Βαγγέλης,,ΓΟΥΔΙ,37.98411,23.76828,Entire home/apt,30,2,65,2021-12-03,1.02,1,72,19,00000095254
13296222,"Elegant, fully equipped apt under the Acropolis",203436562,Eliza,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96759,23.72745,Entire home/apt,57,2,113,2021-12-03,1.70,2,349,31,00000020103
13302641,Zeus-115m2 Penthouse Apartment-Acropolis view,75139781,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97821,23.72713,Entire home/apt,133,2,2,2017-03-04,0.03,9,287,0,
13304153,The White House Plaka Mansion by JJ Hospitality,55670751,Jj,,ΑΚΡΟΠΟΛΗ,37.97148,23.73002,Entire home/apt,575,1,73,2021-11-15,1.24,12,246,10,0206K92000316401
13305230,Classical Athenian residence,75162196,Rena,,ΙΛΙΣΙΑ,37.97356,23.75113,Entire home/apt,43,2,43,2021-10-26,0.68,1,152,13,00000205610
13308906,Apartment with a gorgeous view,14165090,Dafni Sofia,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.9649,23.73911,Entire home/apt,51,2,28,2019-05-19,0.41,1,358,0,ΑΦΜ068769430
13310071,"Spacious downtown flat, next to the Athens Hilton",75210898,Giorgos,,ΙΛΙΣΙΑ,37.97795,23.75249,Entire home/apt,40,10,30,2021-09-03,0.46,1,0,1,00000439218
13311384,A sunny and modern designed 120m2 apartment,75225426,Chara,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99792,23.77558,Entire home/apt,55,1,0,,,1,83,0,
13312806,"Cosy Apartment, 150m from Acropolis Metro",53824000,Leonidas,,ΖΑΠΠΕΙΟ,37.97004,23.73156,Entire home/apt,94,1,63,2019-05-22,0.95,21,77,0,00000464007
13320183,KYMA Apartments - Athens Acropolis 8,75330319,Kyriakos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95908,23.72115,Entire home/apt,49,1,44,2021-08-02,0.65,8,347,3,00000103877
13331887,Venus-100m2 Apartment-2 Master Bedrooms,75139781,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97961,23.72727,Entire home/apt,135,2,0,,,9,327,0,
13332606,Odyssey-120m2 Apartment-Acropolis view & Sauna,75139781,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97956,23.72884,Entire home/apt,169,2,2,2016-08-28,0.03,9,280,0,
13337047,Apartment in Athens Downtown - Near Subway Station,30762536,Harry,,ΚΟΛΩΝΑΚΙ,37.97826,23.74931,Entire home/apt,50,1,122,2021-11-06,1.81,3,356,6,00000210335
13339367,Easy going Tower of Athens,75537034,Γιωργος,,ΚΥΨΕΛΗ,38.00064,23.73773,Entire home/apt,54,7,15,2017-06-28,0.23,1,171,0,
13339455,Lovely loft with Akropolis view,20431645,George,,ΣΤΑΔΙΟ,37.96445,23.74246,Entire home/apt,41,2,197,2019-11-26,2.96,1,205,0,00000478960
13341087,Stylish apartment 2' from National Museum,75567957,Stamatis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98904,23.73476,Entire home/apt,70,2,79,2021-12-12,1.27,1,242,17,00000333299
13349627,Big 2 bedrooms apartment near Acropolis-7 min walk,36706129,Boris And Yana,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96397,23.71963,Entire home/apt,39,3,11,2021-08-30,0.17,4,361,2,
13351413,Special apartment near Acropolis(12 min walk),36706129,Boris And Yana,,ΑΚΡΟΠΟΛΗ,37.96289,23.71718,Entire home/apt,29,3,21,2021-08-25,0.32,4,346,2,
13352562,Airy flat at 5th floor,6133190,Kalia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99165,23.72217,Entire home/apt,40,1,0,,,1,0,0,
13356259,Cosy studio apartment (newly renovated),39890366,Julia/Glen,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98839,23.74131,Entire home/apt,22,4,94,2021-11-18,1.45,1,74,10,00000237903
13388921,Aesthetic loft with great view of Parthenon.,9298042,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97856,23.72914,Entire home/apt,60,1,35,2019-10-06,0.53,1,364,0,00000401749
13409388,Beautiful rooftop flat with Acropolis view,39145247,Spiros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97444,23.73266,Entire home/apt,95,1,408,2021-11-06,6.16,1,173,60,00000287852
13410584,Spacious Loft w. huge balcony _ Acropolis view,22227167,Alexandros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98011,23.7242,Entire home/apt,71,1,254,2021-12-20,3.85,26,160,42,00000569950
13414771,Nice Apartment Near City Center,29212051,Andriana,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98962,23.76719,Entire home/apt,40,1,72,2021-11-21,1.08,1,358,18,00000218651
13430048,ATHENS VIEW LOFT - 01,75211014,Chryssa,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96318,23.72857,Entire home/apt,74,2,4,2021-10-10,0.41,9,277,4,00000154152
13438841,The Koukaki House,43672200,Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9639,23.72559,Entire home/apt,40,2,36,2019-07-18,0.55,1,325,0,
13475160,70m² Vibrant and Sunny Aprt. in a Beautiful Square,76066254,Christopher,,ΓΟΥΒΑ,37.95956,23.74171,Entire home/apt,43,2,14,2021-12-16,2.68,1,67,14,00001200774
13476393,Spacious Penthouse in Athens center,76955324,Elena,,ΙΛΙΣΙΑ,37.97912,23.75341,Entire home/apt,65,2,16,2021-10-06,0.24,1,22,5,00000915776
13485485,Cute apartment in the historic center of Athens,31788188,Daphne,,ΠΕΤΡΑΛΩΝΑ,37.97061,23.71028,Entire home/apt,23,2,219,2021-12-15,3.27,1,276,36,00000204048
13494666,Top Floor Studio Near Metro,65519171,Yiannis,,ΙΛΙΣΙΑ,37.97648,23.75433,Entire home/apt,33,3,102,2021-12-22,1.56,3,270,31,00001111591
13502753,Newly Furnished city center flat,21326489,A. Tony &,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.998,23.72702,Entire home/apt,28,2,35,2019-10-20,0.52,1,265,0,00000491529
13505582,Elegant pied-a-terre on a quiet pedestrian street,68092420,Yiannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98018,23.73634,Entire home/apt,91,2,7,2018-04-22,0.11,2,90,0,
13520236,"Grey Apartment - Athens Center, 4 BD, 2 BATH",77457889,Παναγιώτης,,ΚΥΨΕΛΗ,37.99669,23.73595,Entire home/apt,90,2,4,2019-07-23,0.06,36,0,0,00000223130
13520652,"Green Apartment - Athens Center, 3 BD, 1 BATH",77457889,Παναγιώτης,,ΚΥΨΕΛΗ,37.99669,23.73595,Entire home/apt,70,2,0,,,36,0,0,00000225851
13521853,"Modern Studio Flat in Kolonaki, Center of Athens.",59300637,Athena,,ΚΟΛΩΝΑΚΙ,37.97921,23.74429,Entire home/apt,69,5,46,2021-10-31,0.75,1,130,2,
13530593,"Appartment in the Athens, near Lecabettus, Metro",77778426,Κωνσταντίνος,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98731,23.75149,Entire home/apt,50,1,0,,,1,362,0,
13553080,Industrial loft-Acropolis view,78047615,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97896,23.72664,Entire home/apt,58,1,598,2021-12-07,8.92,1,308,78,
13554522,ATHENStay Superior Apartment,47243951,Effrossyni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98852,23.73103,Entire home/apt,40,2,0,,,17,5,0,00000024220
13563825,"Acropolis 1/5 km walking ,brand new",19801197,FilipposAthenshomes,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96319,23.7198,Entire home/apt,28,1,34,2018-09-11,0.51,1,0,0,
13567058,Location location location!,30762536,Harry,,ΚΟΛΩΝΑΚΙ,37.97771,23.74929,Entire home/apt,54,1,175,2021-11-12,2.62,3,362,20,00000210368
13570287,Apartment in Historical Center 2,30698783,Αντωνια,,ΚΕΡΑΜΕΙΚΟΣ,37.98151,23.71767,Entire home/apt,29,1,332,2021-11-30,4.95,1,322,42,00000021161
13579623,studio gianni,78370945,Giannis,,ΚΥΨΕΛΗ,38.00213,23.73798,Entire home/apt,40,1,1,2017-04-06,0.02,1,0,0,
13582987,"Zeus Temple view 2BD Apartment, Acropolis - Plaka",20104194,Upstreet,,ΖΑΠΠΕΙΟ,37.96766,23.7329,Entire home/apt,68,1,170,2021-11-25,2.56,74,345,13,00001050172
13587181,Appartment in centre of Athens near park.,78461713,Δώρα,,ΚΥΨΕΛΗ,38.001,23.7436,Entire home/apt,50,3,0,,,1,362,0,
13589098,a stylish 75m2 apartment downtown,78486992,Dimitris,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99264,23.76502,Entire home/apt,40,5,62,2020-10-28,0.96,1,357,0,
13592307,Athens Modern Penthouse,12851473,Jerry,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99614,23.73784,Entire home/apt,60,2,120,2020-09-16,1.79,9,238,0,00000079137
13594084,Central Bright  Studio Flat near KALLIMARMARON,72842425,Fragiskos,,ΠΑΓΚΡΑΤΙ,37.9708,23.74671,Private room,30,15,40,2021-01-10,0.62,2,297,1,
13595845,Cosy Apartment Downtown,73043313,Ioannis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98342,23.72385,Entire home/apt,64,2,19,2019-07-01,0.29,1,266,0,00000462917
13603658,"Feel at home, in Athens.",70373209,Rena,,ΖΑΠΠΕΙΟ,37.96868,23.73769,Entire home/apt,49,5,88,2021-10-27,1.37,1,274,7,00001150190
13613211,maro,78797891,Maro,,ΣΤΑΔΙΟ,37.96603,23.74075,Entire home/apt,70,2,3,2017-03-12,0.05,1,358,0,
13614439,Live Downtown in Athens,76078650,Lambros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9849,23.72495,Entire home/apt,50,2,32,2017-08-02,0.48,1,177,0,
13618646,ILLISIA roof apartment,107328172,Μπλερίνα,,ΙΛΙΣΙΑ,37.9762,23.75713,Entire home/apt,54,2,39,2021-10-05,0.59,3,359,4,01149568352
13621619,Modern studio in the heart of Athens,77926998,Nelly,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98509,23.72692,Entire home/apt,29,2,213,2021-11-28,3.18,12,359,23,00000967678
13621887,Well connected appartments in the centre of Athens,77926998,Nelly,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98537,23.72832,Entire home/apt,49,2,51,2021-11-06,0.77,12,359,2,00001212484
13628361,Modern apartment in the centre of Athens,77926998,Nelly,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98525,23.72891,Entire home/apt,32,2,184,2021-11-18,2.75,12,359,17,00000967725
13631014,Amazing 2 storey apartment for 7 people in Thessio,1621474,Mint,,ΑΚΡΟΠΟΛΗ,37.97276,23.71925,Entire home/apt,129,3,176,2021-12-05,2.64,82,222,27,00000593655
13632650,New apartment near center,79041006,Charilaos,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.99135,23.70978,Private room,21,2,0,,,1,89,0,
13635025,Fully Renovated 1 bedroom Apt next to Acropolis,748818,George,,ΘΗΣΕΙΟ,37.9757,23.7175,Entire home/apt,54,2,19,2021-10-11,0.30,60,0,4,1155769
13638778,Lovely apartment in Athens,79106915,Alex,,ΠΑΓΚΡΑΤΙ,37.96934,23.74694,Entire home/apt,31,1,85,2020-08-20,1.30,3,0,0,
13644911,"Apt. Downtown, historic triangle, Acropolis view",71512631,Angel And Ailbhe,,ΚΕΡΑΜΕΙΚΟΣ,37.98014,23.72121,Entire home/apt,50,2,38,2021-09-30,0.59,2,196,7,00001227572
13647651,Unusual 210m2 at the Picturesque Old Center-Athens,79221689,Kid & Family -,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99056,23.73104,Private room,30,1,23,2019-09-22,0.36,3,173,0,
13654121,Artistic apartment,79298897,Yola,,ΚΟΛΩΝΑΚΙ,37.97869,23.73853,Entire home/apt,55,2,52,2019-09-22,0.79,1,0,0,
13667554,"NEW!!Acropolis view..Athens 360""..2min from Metro!",79469017,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97724,23.72501,Entire home/apt,80,1,255,2021-11-29,3.82,1,365,6,
13673148,Modern hideaway,32419329,Adrien,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98949,23.75918,Entire home/apt,28,1,13,2019-06-15,0.20,2,237,0,
13683074,Cosy and luminous studio in the center of Athens,79665624,Katerina,,ΚΥΨΕΛΗ,37.99878,23.73945,Entire home/apt,25,2,35,2019-09-18,0.54,2,0,0,00000376415
13684287,Cozy&Luxury 6th floor+city center+30m2+sun terrace,79688066,Dimitris & Dionisis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98297,23.73872,Entire home/apt,25,1,174,2021-10-11,2.61,3,320,1,00000479308
13685061,Private room w/ Acropolis view @Athens Center,77478008,Κώστας,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98475,23.71678,Private room,15,2,34,2021-10-25,0.51,3,88,2,
13703127,2 Bedroom Apartment with parking near Acropolis,79957241,Alexandra-Gary,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96051,23.7203,Entire home/apt,40,1,36,2019-09-25,0.54,2,0,0,00000283880
13712218,Renovated nest in the heart of city,80079186,Anastasis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99462,23.72868,Entire home/apt,30,5,29,2021-10-11,0.44,1,186,2,95137
13717754,Charming apartment in Central Athens Kolonaki,58570467,Eleni,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97993,23.73612,Entire home/apt,37,1,187,2021-12-16,2.92,1,179,33,00000012164
13724249,Footsteps to the Acropolis,80237575,Dionisios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96292,23.72958,Entire home/apt,60,6,0,,,1,89,0,
13728371,A flat in an Athenian family building!,80287160,Dimitra,,ΠΑΓΚΡΑΤΙ,37.97048,23.74608,Entire home/apt,45,1,119,2020-09-27,1.80,1,325,0,00000467926
13735497,Τετράκλινο Διαμέρισμα Στο Κέντρο της Πόλης,17662157,Marios,,ΙΛΙΣΙΑ,37.97452,23.75083,Entire home/apt,95,1,0,,,3,0,0,
13738121,Olive room: Private room 10min walk to Acropolis,22042619,Teo,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96219,23.72671,Private room,16,2,285,2021-12-03,4.28,5,78,26,00000477898
13739424,Cozy Athens Apartment / 2' from Metro Station,80426191,Ippokratis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99404,23.72278,Entire home/apt,39,1,76,2019-03-16,1.15,1,364,0,
13744447,ACROPOLIS VIEW for Groups-100% Athens experience❤️,8171630,Stratos,,ΚΕΡΑΜΕΙΚΟΣ,37.9794,23.71669,Entire home/apt,170,2,8,2018-09-23,0.13,6,269,0,00000429108
13748657,Minimal Entire Apartment,73904925,Nikolas,,ΝΕΑ ΚΥΨΕΛΗ,38.00049,23.74778,Entire home/apt,65,2,58,2021-12-03,0.87,1,77,7,00000573810
13749616,Panoramic 360 view Acropolis-Lycabettus-Filopappou,80544988,Alexia & Efstathia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95881,23.72775,Entire home/apt,120,3,136,2021-10-30,2.06,1,0,16,00000466820
13756367,Lovely two bedroom apartment with roof garden!,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.97999,23.7236,Entire home/apt,91,2,61,2021-12-11,0.97,40,332,23,
13762089,Quiet apartment in the historic center of Athens.,80697320,Mariana&Irina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97345,23.7333,Entire home/apt,105,1,81,2019-10-13,1.23,1,101,0,
13766522,Greek island  handmade flat,39058793,Nikos,,ΚΕΡΑΜΕΙΚΟΣ,37.9806,23.71425,Entire home/apt,55,1,3,2016-09-06,0.05,1,365,0,
13767275,Kolonou Apartment,70742986,΄Μαρία,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9845,23.71985,Entire home/apt,65,3,2,2021-08-21,0.46,2,342,2,00000917117
13767335,Minimize,80753088,Manousaki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98773,23.74387,Entire home/apt,65,2,0,,,1,365,0,
13767455,Blue room: Private room 10min walking to Acropolis,22042619,Teo,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96314,23.72848,Private room,16,2,278,2021-12-03,4.17,5,48,26,00000459766
13774384,A very cute little appartment to love! ΑΜΑ:23129,80838034,Maria,,ΒΟΤΑΝΙΚΟΣ,37.97919,23.70707,Entire home/apt,37,2,136,2021-12-12,2.18,1,345,20,00000023129
13790157,Artist's 1930s home with garden in central Athens,5812102,Anastasia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98898,23.73793,Entire home/apt,64,2,124,2021-11-21,2.24,1,305,18,00000027398
13812118,"COZY APARTMENT IN PLAKA, WALK TO ACROPOLIS",70896826,Pantelis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97356,23.7284,Entire home/apt,66,2,259,2021-11-26,3.89,1,354,25,00000220241
